date,price,dividend,earnings,cpi,10y_yield
1917.08,8.53,0.65,1.36,13.00,4.43
1917.09,8.12,0.66,1.34,13.30,4.46
1917.1,7.68,0.67,1.32,13.50,4.49
1917.11,7.04,0.68,1.30,13.50,4.51
1917.12,6.80,0.69,1.28,13.70,4.54
1918.01,7.21,0.68,1.26,14.00,4.57
1918.02,7.43,0.67,1.23,14.10,4.56
1918.03,7.28,0.66,1.21,14.00,4.56
1918.04,7.21,0.65,1.18,14.20,4.55
1918.05,7.44,0.64,1.16,14.50,4.55
1918.06,7.45,0.63,1.14,14.70,4.54
1918.07,7.51,0.62,1.11,15.10,4.54
1918.08,7.58,0.61,1.09,15.40,4.53
1918.09,7.54,0.60,1.06,15.70,4.52
1918.1,7.86,0.59,1.04,16.00,4.52
1918.11,8.06,0.58,1.01,16.30,4.51
1918.12,7.90,0.57,0.99,16.50,4.51
1919.01,7.85,0.57,0.99,16.50,4.50
1919.02,7.88,0.56,0.98,16.20,4.54
1919.03,8.12,0.56,0.98,16.40,4.58
1919.04,8.39,0.56,0.97,16.70,4.62
1919.05,8.97,0.55,0.97,16.90,4.66
1919.06,9.21,0.55,0.96,16.90,4.70
1919.07,9.51,0.55,0.96,17.40,4.74
1919.08,8.87,0.54,0.95,17.70,4.77
1919.09,9.01,0.54,0.95,17.80,4.81
1919.1,9.47,0.54,0.94,18.10,4.85
1919.11,9.19,0.53,0.94,18.50,4.89
1919.12,8.92,0.53,0.93,18.90,4.93
1920.01,8.83,0.53,0.92,19.30,4.97
1920.02,8.10,0.53,0.91,19.50,4.98
1920.03,8.67,0.53,0.90,19.70,4.99
1920.04,8.60,0.52,0.89,20.30,5.00
1920.05,8.06,0.52,0.88,20.60,5.01
1920.06,7.92,0.52,0.87,20.90,5.02
1920.07,7.91,0.52,0.85,20.80,5.03
1920.08,7.60,0.52,0.84,20.30,5.04
1920.09,7.87,0.52,0.83,20.00,5.05
1920.1,7.88,0.51,0.82,19.90,5.06
1920.11,7.48,0.51,0.81,19.80,5.07
1920.12,6.81,0.51,0.80,19.40,5.08
1921.01,7.11,0.51,0.76,19.00,5.09
1921.02,7.06,0.50,0.72,18.40,5.02
1921.03,6.88,0.50,0.67,18.30,4.96
1921.04,6.91,0.49,0.63,18.10,4.89
1921.05,7.12,0.49,0.59,17.70,4.83
1921.06,6.55,0.49,0.55,17.60,4.76
1921.07,6.53,0.48,0.50,17.70,4.70
1921.08,6.45,0.48,0.46,17.70,4.63
1921.09,6.61,0.47,0.42,17.50,4.56
1921.1,6.70,0.47,0.38,17.50,4.50
1921.11,7.06,0.46,0.33,17.40,4.43
1921.12,7.31,0.46,0.29,17.30,4.37
1922.01,7.30,0.46,0.32,16.90,4.30
1922.02,7.46,0.47,0.36,16.90,4.31
1922.03,7.74,0.47,0.39,16.70,4.31
1922.04,8.21,0.48,0.42,16.70,4.32
1922.05,8.53,0.48,0.46,16.70,4.32
1922.06,8.45,0.49,0.49,16.70,4.33
1922.07,8.51,0.49,0.52,16.80,4.33
1922.08,8.83,0.49,0.56,16.60,4.34
1922.09,9.06,0.50,0.59,16.60,4.34
1922.1,9.26,0.50,0.62,16.70,4.35
1922.11,8.80,0.51,0.66,16.80,4.35
1922.12,8.78,0.51,0.69,16.90,4.36
1923.01,8.90,0.51,0.71,16.80,4.36
1923.02,9.28,0.51,0.74,16.80,4.34
1923.03,9.43,0.52,0.76,16.80,4.31
1923.04,9.10,0.52,0.79,16.90,4.29
1923.05,8.67,0.52,0.81,16.90,4.26
1923.06,8.34,0.52,0.84,17.00,4.24
1923.07,8.06,0.52,0.86,17.20,4.21
1923.08,8.10,0.52,0.88,17.10,4.19
1923.09,8.15,0.53,0.91,17.20,4.16
1923.1,8.03,0.53,0.93,17.30,4.14
1923.11,8.27,0.53,0.96,17.30,4.11
1923.12,8.55,0.53,0.98,17.30,4.09
1924.01,8.83,0.53,0.98,17.30,4.06
1924.02,8.87,0.53,0.97,17.20,4.04
1924.03,8.70,0.54,0.97,17.10,4.03
1924.04,8.50,0.54,0.96,17.00,4.01
1924.05,8.47,0.54,0.96,17.00,3.99
1924.06,8.63,0.54,0.96,17.00,3.98
1924.07,9.03,0.54,0.95,17.10,3.96
1924.08,9.34,0.54,0.95,17.00,3.94
1924.09,9.25,0.55,0.94,17.10,3.93
1924.1,9.13,0.55,0.94,17.20,3.91
1924.11,9.64,0.55,0.93,17.20,3.89
1924.12,10.16,0.55,0.93,17.30,3.88
1925.01,10.58,0.55,0.96,17.30,3.86
1925.02,10.67,0.56,0.98,17.20,3.85
1925.03,10.39,0.56,1.01,17.30,3.83
1925.04,10.28,0.57,1.04,17.20,3.82
1925.05,10.61,0.57,1.06,17.30,3.80
1925.06,10.80,0.58,1.09,17.50,3.79
1925.07,11.10,0.58,1.12,17.70,3.77
1925.08,11.25,0.58,1.14,17.70,3.76
1925.09,11.51,0.59,1.17,17.70,3.74
1925.1,11.89,0.59,1.20,17.70,3.73
1925.11,12.26,0.60,1.22,18.00,3.71
1925.12,12.46,0.60,1.25,17.90,3.70
1926.01,12.65,0.61,1.25,17.90,3.68
1926.02,12.67,0.62,1.25,17.90,3.65
1926.03,11.81,0.62,1.25,17.80,3.62
1926.04,11.48,0.63,1.25,17.90,3.60
1926.05,11.56,0.64,1.25,17.80,3.57
1926.06,12.11,0.65,1.25,17.70,3.54
1926.07,12.62,0.65,1.24,17.50,3.51
1926.08,13.12,0.66,1.24,17.40,3.48
1926.09,13.32,0.67,1.24,17.50,3.45
1926.1,13.02,0.68,1.24,17.60,3.43
1926.11,13.19,0.68,1.24,17.70,3.40
1926.12,13.49,0.69,1.24,17.70,3.37
1927.01,13.40,0.70,1.23,17.50,3.34
1927.02,13.66,0.70,1.22,17.40,3.34
1927.03,13.87,0.71,1.21,17.30,3.34
1927.04,14.21,0.72,1.20,17.30,3.34
1927.05,14.70,0.72,1.19,17.40,3.34
1927.06,14.89,0.73,1.18,17.60,3.34
1927.07,15.22,0.74,1.16,17.30,3.34
1927.08,16.03,0.74,1.15,17.20,3.33
1927.09,16.94,0.75,1.14,17.30,3.33
1927.1,16.68,0.76,1.13,17.40,3.33
1927.11,17.06,0.76,1.12,17.30,3.33
1927.12,17.46,0.77,1.11,17.30,3.33
1928.01,17.53,0.78,1.13,17.30,3.33
1928.02,17.32,0.78,1.16,17.10,3.35
1928.03,18.25,0.79,1.18,17.10,3.38
1928.04,19.40,0.80,1.20,17.10,3.40
1928.05,20.00,0.80,1.22,17.20,3.42
1928.06,19.02,0.81,1.25,17.10,3.44
1928.07,19.16,0.82,1.27,17.10,3.47
1928.08,19.78,0.82,1.29,17.10,3.49
1928.09,21.17,0.83,1.31,17.30,3.51
1928.1,21.60,0.84,1.34,17.20,3.53
1928.11,23.06,0.84,1.36,17.20,3.56
1928.12,23.15,0.85,1.38,17.10,3.58
1929.01,24.86,0.86,1.40,17.10,3.60
1929.02,24.99,0.87,1.42,17.10,3.57
1929.03,25.43,0.88,1.44,17.00,3.55
1929.04,25.28,0.89,1.46,16.90,3.52
1929.05,25.66,0.90,1.48,17.00,3.50
1929.06,26.15,0.91,1.50,17.10,3.47
1929.07,28.48,0.92,1.51,17.30,3.45
1929.08,30.10,0.93,1.53,17.30,3.42
1929.09,31.30,0.94,1.55,17.30,3.39
1929.1,27.99,0.95,1.57,17.30,3.37
1929.11,20.58,0.96,1.59,17.30,3.34
1929.12,21.40,0.97,1.61,17.20,3.32
1930.01,21.71,0.97,1.56,17.10,3.29
1930.02,23.07,0.97,1.50,17.00,3.29
1930.03,23.94,0.97,1.45,16.90,3.30
1930.04,25.46,0.97,1.40,17.00,3.30
1930.05,23.94,0.97,1.34,16.90,3.31
1930.06,21.52,0.98,1.29,16.80,3.31
1930.07,21.06,0.98,1.24,16.60,3.32
1930.08,20.79,0.98,1.18,16.50,3.32
1930.09,20.78,0.98,1.13,16.60,3.32
1930.1,17.92,0.98,1.08,16.50,3.33
1930.11,16.62,0.98,1.02,16.40,3.33
1930.12,15.51,0.98,0.97,16.10,3.34
1931.01,15.98,0.97,0.94,15.90,3.34
1931.02,17.20,0.95,0.91,15.70,3.37
1931.03,17.53,0.94,0.88,15.60,3.40
1931.04,15.86,0.93,0.85,15.50,3.43
1931.05,14.33,0.91,0.82,15.30,3.45
1931.06,13.87,0.90,0.79,15.10,3.48
1931.07,14.33,0.89,0.76,15.10,3.51
1931.08,13.90,0.87,0.73,15.10,3.54
1931.09,11.83,0.86,0.70,15.00,3.57
1931.1,10.25,0.85,0.67,14.90,3.60
1931.11,10.39,0.83,0.64,14.70,3.62
1931.12,8.44,0.82,0.61,14.60,3.65
1932.01,8.30,0.79,0.59,14.30,3.68
1932.02,8.23,0.77,0.58,14.10,3.65
1932.03,8.26,0.74,0.56,14.00,3.62
1932.04,6.28,0.71,0.54,13.90,3.59
1932.05,5.51,0.69,0.53,13.70,3.56
1932.06,4.77,0.66,0.51,13.60,3.53
1932.07,5.01,0.63,0.49,13.60,3.50
1932.08,7.53,0.61,0.48,13.50,3.46
1932.09,8.26,0.58,0.46,13.40,3.43
1932.1,7.12,0.55,0.44,13.30,3.40
1932.11,7.05,0.53,0.43,13.20,3.37
1932.12,6.82,0.50,0.41,13.10,3.34
1933.01,7.09,0.50,0.41,12.90,3.31
1933.02,6.25,0.49,0.42,12.70,3.29
1933.03,6.23,0.49,0.42,12.60,3.28
1933.04,6.89,0.48,0.42,12.60,3.26
1933.05,8.87,0.48,0.42,12.60,3.25
1933.06,10.39,0.47,0.43,12.70,3.23
1933.07,11.23,0.47,0.43,13.10,3.22
1933.08,10.67,0.46,0.43,13.20,3.20
1933.09,10.58,0.46,0.43,13.20,3.18
1933.1,9.55,0.45,0.44,13.20,3.17
1933.11,9.78,0.45,0.44,13.20,3.15
1933.12,9.97,0.44,0.44,13.20,3.14
1934.01,10.54,0.44,0.44,13.20,3.12
1934.02,11.32,0.44,0.45,13.30,3.09
1934.03,10.74,0.44,0.45,13.30,3.07
1934.04,10.92,0.44,0.46,13.30,3.04
1934.05,9.81,0.44,0.46,13.30,3.01
1934.06,9.94,0.45,0.47,13.40,2.98
1934.07,9.47,0.45,0.47,13.40,2.96
1934.08,9.10,0.45,0.47,13.40,2.93
1934.09,8.88,0.45,0.48,13.60,2.90
1934.1,8.95,0.45,0.48,13.50,2.87
1934.11,9.20,0.45,0.49,13.50,2.85
1934.12,9.26,0.45,0.49,13.40,2.82
1935.01,9.26,0.45,0.57,13.60,2.79
1935.02,8.98,0.45,0.65,13.70,2.78
1935.03,8.41,0.45,0.73,13.70,2.77
1935.04,9.04,0.45,0.76,13.80,2.76
1935.05,9.75,0.44,0.78,13.80,2.74
1935.06,10.12,0.44,0.81,13.70,2.73
1935.07,10.65,0.44,0.79,13.70,2.72
1935.08,11.37,0.44,0.78,13.70,2.71
1935.09,11.61,0.44,0.76,13.70,2.70
1935.1,11.92,0.45,0.76,13.70,2.69
1935.11,13.04,0.46,0.76,13.80,2.67
1935.12,13.04,0.47,0.76,13.80,2.66
1936.01,13.76,0.48,0.77,13.80,2.65
1936.02,14.55,0.49,0.78,13.80,2.65
1936.03,14.86,0.50,0.79,13.70,2.66
1936.04,14.88,0.52,0.82,13.70,2.66
1936.05,14.09,0.53,0.85,13.70,2.66
1936.06,14.69,0.55,0.88,13.80,2.66
1936.07,15.56,0.57,0.90,13.90,2.67
1936.08,15.87,0.59,0.92,14.00,2.67
1936.09,16.05,0.61,0.94,14.00,2.67
1936.1,16.89,0.65,0.97,14.00,2.67
1936.11,17.36,0.68,0.99,14.00,2.68
1936.12,17.06,0.72,1.02,14.00,2.68
1937.01,17.59,0.73,1.05,14.10,2.68
1937.02,18.11,0.74,1.08,14.10,2.67
1937.03,18.09,0.75,1.11,14.20,2.66
1937.04,17.01,0.78,1.13,14.30,2.65
1937.05,16.25,0.81,1.15,14.40,2.64
1937.06,15.64,0.84,1.17,14.40,2.63
1937.07,16.57,0.82,1.19,14.50,2.62
1937.08,16.74,0.79,1.20,14.50,2.61
1937.09,14.37,0.77,1.22,14.60,2.60
1937.1,12.28,0.78,1.19,14.60,2.59
1937.11,11.20,0.79,1.16,14.50,2.58
1937.12,11.02,0.80,1.13,14.40,2.57
1938.01,11.31,0.79,1.08,14.20,2.56
1938.02,11.04,0.79,1.02,14.10,2.54
1938.03,10.31,0.78,0.97,14.10,2.53
1938.04,9.89,0.77,0.90,14.20,2.51
1938.05,9.98,0.75,0.84,14.10,2.49
1938.06,10.21,0.74,0.77,14.10,2.48
1938.07,12.24,0.71,0.72,14.10,2.46
1938.08,12.31,0.69,0.67,14.10,2.44
1938.09,11.75,0.66,0.62,14.10,2.43
1938.1,13.06,0.61,0.63,14.00,2.41
1938.11,13.07,0.56,0.63,14.00,2.39
1938.12,12.69,0.51,0.64,14.00,2.38
1939.01,12.50,0.51,0.66,14.00,2.36
1939.02,12.40,0.52,0.69,13.90,2.35
1939.03,12.39,0.52,0.71,13.90,2.34
1939.04,10.83,0.52,0.73,13.80,2.32
1939.05,11.23,0.53,0.74,13.80,2.31
1939.06,11.43,0.53,0.76,13.80,2.30
1939.07,11.71,0.54,0.78,13.80,2.29
1939.08,11.54,0.55,0.79,13.80,2.27
1939.09,12.77,0.56,0.81,14.10,2.26
1939.1,12.90,0.58,0.84,14.00,2.25
1939.11,12.67,0.60,0.87,14.00,2.24
1939.12,12.37,0.62,0.90,14.00,2.22
1940.01,12.30,0.62,0.93,13.90,2.21
1940.02,12.22,0.63,0.96,14.00,2.19
1940.03,12.15,0.63,0.99,14.00,2.17
1940.04,12.27,0.64,1.01,14.00,2.15
1940.05,10.58,0.64,1.02,14.00,2.12
1940.06,9.67,0.65,1.04,14.10,2.10
1940.07,9.99,0.66,1.05,14.00,2.08
1940.08,10.20,0.66,1.07,14.00,2.06
1940.09,10.63,0.67,1.08,14.00,2.04
1940.1,10.73,0.67,1.07,14.00,2.02
1940.11,10.98,0.67,1.06,14.00,1.99
1940.12,10.53,0.67,1.05,14.10,1.97
1941.01,10.55,0.67,1.05,14.10,1.95
1941.02,9.89,0.68,1.06,14.10,1.99
1941.03,9.95,0.68,1.06,14.20,2.04
1941.04,9.64,0.68,1.07,14.30,2.08
1941.05,9.43,0.69,1.08,14.40,2.12
1941.06,9.76,0.69,1.09,14.70,2.16
1941.07,10.26,0.69,1.12,14.70,2.21
1941.08,10.21,0.70,1.16,14.90,2.25
1941.09,10.24,0.70,1.19,15.10,2.29
1941.1,9.83,0.70,1.18,15.30,2.33
1941.11,9.37,0.71,1.17,15.40,2.38
1941.12,8.76,0.71,1.16,15.50,2.42
1942.01,8.93,0.70,1.12,15.70,2.46
1942.02,8.65,0.70,1.08,15.80,2.46
1942.03,8.18,0.69,1.04,16.00,2.46
1942.04,7.84,0.68,1.02,16.10,2.46
1942.05,7.93,0.67,1.00,16.30,2.46
1942.06,8.33,0.66,0.98,16.30,2.46
1942.07,8.64,0.65,0.97,16.40,2.47
1942.08,8.59,0.63,0.95,16.50,2.47
1942.09,8.68,0.62,0.94,16.50,2.47
1942.1,9.32,0.61,0.97,16.70,2.47
1942.11,9.47,0.60,1.00,16.80,2.47
1942.12,9.52,0.59,1.03,16.90,2.47
1943.01,10.09,0.59,1.04,16.90,2.47
1943.02,10.69,0.59,1.06,16.90,2.47
1943.03,11.07,0.59,1.07,17.20,2.47
1943.04,11.44,0.59,1.08,17.40,2.47
1943.05,11.89,0.59,1.09,17.50,2.47
1943.06,12.10,0.59,1.10,17.50,2.47
1943.07,12.35,0.59,1.09,17.40,2.48
1943.08,11.74,0.60,1.09,17.30,2.48
1943.09,11.99,0.60,1.08,17.40,2.48
